apl,LSDP|2016_LRS,LSDP|2019_EP,LSDP|2020_LRS,LSDP|2024_EP,LSDP|2024_LRS,LSDP|summary,TS-LKD|2016_LRS,TS-LKD|2019_EP,TS-LKD|2020_LRS,TS-LKD|2024_EP,TS-LKD|2024_LRS,TS-LKD|summary,LVŽS|2016_LRS,LVŽS|2019_EP,LVŽS|2020_LRS,LVŽS|2024_EP,LVŽS|2024_LRS,LVŽS|summary,LRP|2016_LRS,LRP|2019_EP,LRP|2020_LRS,LRP|2024_EP,LRP|2024_LRS,LRP|summary,LS|2016_LRS,LS|2019_EP,LS|2020_LRS,LS|2024_EP,LS|2024_LRS,LS|summary,DSVL|2016_LRS,DSVL|2019_EP,DSVL|2020_LRS,DSVL|2024_EP,DSVL|2024_LRS,DSVL|summary,LP|2016_LRS,LP|2019_EP,LP|2020_LRS,LP|2024_EP,LP|2024_LRS,LP|summary,LT|2016_LRS,LT|2019_EP,LT|2020_LRS,LT|2024_EP,LT|2024_LRS,LT|summary,LLRA-KŠS|2016_LRS,LLRA-KŠS|2019_EP,LLRA-KŠS|2020_LRS,LLRA-KŠS|2024_EP,LLRA-KŠS|2024_LRS,LLRA-KŠS|summary,DP|2016_LRS,DP|2019_EP,DP|2020_LRS,DP|2024_EP,DP|2024_LRS,DP|summary,TTS|2016_LRS,TTS|2019_EP,TTS|2020_LRS,TTS|2024_EP,TTS|2024_LRS,TTS|summary,NS|2016_LRS,NS|2019_EP,NS|2020_LRS,NS|2024_EP,NS|2024_LRS,NS|summary,LŽP|2016_LRS,LŽP|2019_EP,LŽP|2020_LRS,LŽP|2024_EP,LŽP|2024_LRS,LŽP|summary,LLP|2016_LRS,LLP|2019_EP,LLP|2020_LRS,LLP|2024_EP,LLP|2024_LRS,LLP|summary,TK|2016_LRS,TK|2019_EP,TK|2020_LRS,TK|2024_EP,TK|2024_LRS,TK|summary,NA|2016_LRS,NA|2019_EP,NA|2020_LRS,NA|2024_EP,NA|2024_LRS,NA|summary,TURNOUT|2016_LRS,TURNOUT|2019_EP,TURNOUT|2020_LRS,TURNOUT|2024_EP,TURNOUT|2024_LRS,TURNOUT|summary,VOTERS|2016_LRS,VOTERS|2019_EP,VOTERS|2020_LRS,VOTERS|2024_EP,VOTERS|2024_LRS,VOTERS|summary,lrecon|2016_LRS,lrecon|2019_EP,lrecon|2020_LRS,lrecon|2024_EP,lrecon|2024_LRS,lrecon|summary,galtan|2016_LRS,galtan|2019_EP,galtan|2020_LRS,galtan|2024_EP,galtan|2024_LRS,galtan|summary
28:6:vžemkalnio,12.72,16.32,6.65,17.52,22.54,16.95,24.72,21.97,29.31,28.98,20.54,24.11,32.42,11.85,17.67,8.28,7.28,12.59,,1.6,2.27,8.28,0.86,2.66,5.65,5.5,5.59,5.41,8.42,6.66,,,,4.78,8.7,7.52,,,7.55,5.1,3.85,4.99,5.96,3.26,1.06,1.59,0.57,1.84,0.01,0.37,0.76,0.32,0.14,0.3,3.87,10.79,13.6,1.91,2.43,5.77,8.11,7.72,3.78,6.37,1.43,4.41,,5.65,3.02,3.82,3.42,3.84,1.93,1.69,2.72,3.5,1.28,2.03,2.04,,0.15,,2.28,1.7,,,,2.87,2.43,2.56,,,,,16.26,16.26,44.87,45.63,36.21,19.17,42.04,38.11,1979.55,1934.15,1875.0,1690.0,1703.0,1797.3,-0.0,-0.37,-0.58,-0.45,-0.39,-0.39,-0.03,0.17,0.07,0.19,0.44,0.24
63:41:gavaltuvos,17.56,21.9,13.49,34.92,40.32,29.88,13.02,15.15,15.08,7.94,7.26,10.44,47.08,20.57,26.98,17.46,8.06,18.38,,3.03,2.38,9.52,3.23,4.3,3.06,2.36,3.17,0.0,1.61,1.83,,,,3.17,11.29,8.74,,,10.32,6.35,0.81,4.34,5.86,2.45,0.79,0.0,0.81,1.34,0.02,0.01,0.0,0.0,0.0,0.0,2.99,13.03,12.7,1.59,2.42,5.71,6.04,3.32,6.35,6.35,2.42,4.29,,1.85,2.38,4.76,4.84,3.86,0.8,2.44,0.0,1.59,0.0,0.73,2.12,,0.0,,1.61,1.25,,,,4.76,2.42,3.15,,,,,15.32,15.32,40.92,44.5,41.53,23.05,47.5,40.92,392.04,342.61,313.0,282.0,280.0,305.22,-0.18,-0.51,-0.64,-0.89,-0.9,-0.73,0.01,0.01,0.09,0.1,0.45,0.22
28:1:geležinkelio,13.19,16.14,9.84,20.08,21.9,17.77,26.4,21.57,28.65,22.84,17.78,21.99,30.91,14.26,21.22,10.54,8.76,14.19,,2.31,2.68,6.9,1.08,2.8,7.31,5.07,6.69,6.15,6.86,6.46,,,,6.52,12.32,10.44,,,7.43,5.9,3.24,4.86,6.76,2.69,1.14,1.88,0.06,1.64,0.06,0.29,0.13,0.13,0.0,0.1,3.49,9.39,9.77,0.38,1.4,4.09,6.14,7.34,3.48,5.9,1.21,3.91,,4.32,2.48,4.27,2.86,3.33,2.02,2.0,2.81,3.01,1.9,2.29,1.59,,0.0,,2.1,1.48,,,,3.76,1.4,2.17,,,,,18.54,18.54,53.79,56.41,47.88,27.94,54.86,48.78,3455.67,3258.49,3210.0,2928.0,2909.0,3070.98,0.05,-0.41,-0.58,-0.53,-0.51,-0.45,-0.07,0.14,0.01,0.19,0.5,0.25
63:40:tautkaičių,20.87,21.1,15.84,24.83,32.08,25.25,16.36,12.07,15.84,10.74,9.58,11.81,33.43,26.11,26.73,11.41,6.25,16.23,,1.83,2.48,4.03,2.92,2.92,4.63,0.54,3.47,2.68,2.08,2.41,,,,10.07,16.67,14.27,,,7.43,8.72,2.5,5.3,6.82,2.25,0.99,1.34,0.42,1.61,0.01,0.0,0.0,0.0,0.0,0.0,5.38,15.67,12.38,12.08,2.08,8.29,6.74,5.42,1.98,6.71,3.33,4.53,,1.56,1.49,2.01,1.67,1.7,1.91,4.99,2.97,2.01,0.0,1.87,1.14,,0.5,,2.92,2.07,,,,2.01,2.08,2.05,,,,,17.5,17.5,44.68,47.95,34.36,26.66,43.85,39.48,344.34,333.77,617.0,574.0,561.0,514.39,-0.11,-0.48,-0.71,-0.71,-0.79,-0.65,-0.09,0.07,0.03,0.06,0.47,0.2
63:22:patašinės,19.98,22.14,16.04,22.5,24.95,22.08,21.83,13.77,13.36,14.5,12.78,14.13,29.46,21.05,26.95,16.0,9.53,17.29,,2.62,2.67,3.5,4.06,3.44,5.1,3.52,3.56,2.5,3.25,3.4,,,,7.0,16.63,13.96,,,9.8,3.5,2.03,4.19,7.02,2.64,1.11,1.5,0.81,1.83,0.02,0.57,0.0,0.0,0.0,0.09,4.35,9.04,10.91,6.0,0.61,4.97,7.27,7.14,3.34,6.0,1.62,4.01,,4.92,2.23,5.5,2.43,3.36,1.75,3.19,3.56,4.5,2.23,2.93,0.96,,0.67,,3.45,2.39,,,,5.0,0.61,1.83,,,,,15.62,15.62,44.06,48.62,43.23,20.38,50.15,43.4,1280.57,1217.39,1071.0,1011.0,999.0,1073.81,-0.04,-0.53,-0.67,-0.71,-0.71,-0.61,-0.1,0.11,-0.0,0.26,0.55,0.28
63:33:netičkampio,17.12,25.78,19.33,26.01,24.64,23.39,15.97,16.05,15.51,11.66,11.0,13.18,33.95,19.69,19.55,13.0,7.33,14.94,,1.89,5.62,8.97,4.89,5.31,5.29,2.95,4.27,1.35,2.24,2.85,,,,8.97,16.29,14.03,,,8.09,5.83,3.26,5.03,8.42,2.64,0.9,0.45,0.2,1.52,0.0,0.22,0.0,0.0,0.2,0.11,6.51,9.15,16.4,9.42,2.04,7.47,8.84,6.94,2.92,6.28,2.24,4.42,,1.66,0.9,1.79,1.43,1.43,2.12,2.65,1.57,0.9,2.44,2.01,1.62,,0.45,,2.85,2.03,,,,4.48,2.04,2.79,,,,,18.94,18.94,44.95,47.63,43.8,22.48,47.52,42.22,1056.92,1090.86,1032.0,1023.0,1050.0,1048.98,-0.08,-0.6,-0.71,-0.79,-0.72,-0.65,-0.07,0.05,-0.12,0.1,0.52,0.2
63:35:balsupių,25.31,29.26,19.13,24.88,24.46,24.47,13.66,12.02,13.09,6.34,6.99,9.18,34.48,20.74,22.15,12.2,9.68,16.06,,2.5,2.01,4.88,14.78,8.34,3.94,3.77,2.01,1.95,3.49,3.02,,,,4.39,11.83,9.34,,,5.03,4.39,0.27,2.37,6.26,2.79,0.34,0.49,0.27,1.24,0.23,0.27,1.01,0.49,0.0,0.32,8.61,11.71,25.84,22.44,1.61,11.83,3.47,3.5,3.69,11.22,2.96,4.87,,1.19,0.34,0.98,1.34,1.06,1.88,2.5,1.34,0.98,0.81,1.27,0.7,,0.0,,1.34,0.92,,,,3.9,1.61,2.38,,,,,20.16,20.16,44.1,45.41,39.28,26.06,48.67,41.7,1435.48,1382.71,802.0,802.0,789.0,939.3,-0.15,-0.59,-0.84,-0.82,-0.8,-0.72,-0.12,-0.05,0.04,0.08,0.58,0.24
63:18:sasnavos,15.75,19.77,16.42,27.42,24.06,21.96,21.12,18.66,21.99,13.44,9.36,14.75,37.17,22.46,22.29,17.2,9.36,17.52,,0.89,5.87,3.76,5.08,4.29,4.68,2.2,2.93,1.61,2.67,2.64,,,,11.29,22.73,19.15,,,4.99,1.61,1.34,2.24,4.95,3.37,1.17,0.54,0.0,1.25,0.25,0.02,0.29,0.0,0.0,0.08,3.28,6.0,9.38,2.69,1.6,3.95,8.89,5.76,3.23,7.53,1.87,4.36,,7.49,4.11,5.38,1.6,3.79,1.56,4.13,1.17,2.15,1.6,1.99,1.05,,0.29,,1.07,0.86,,,,2.69,1.6,1.94,,,,,17.65,17.65,40.4,40.57,38.19,21.42,44.29,38.12,975.77,931.51,919.0,873.0,867.0,896.56,-0.06,-0.52,-0.76,-0.85,-0.83,-0.7,-0.02,0.24,0.1,0.28,0.58,0.34
63:27:daugirdų,19.31,26.55,20.55,34.88,23.61,25.36,11.48,18.96,17.81,9.3,8.33,11.93,35.34,11.88,10.96,6.98,6.94,11.23,,3.01,12.33,4.65,2.78,5.08,0.06,1.47,2.74,4.65,1.39,2.17,,,,6.98,26.39,19.61,,,8.22,2.33,1.39,3.19,5.25,3.01,0.0,2.33,0.0,1.43,0.0,0.01,0.0,0.0,1.39,0.53,10.53,15.98,13.7,2.33,0.0,6.1,11.34,4.46,0.0,18.6,2.78,6.66,,1.45,4.11,4.65,1.39,2.67,3.81,1.48,2.74,0.0,5.56,3.2,0.03,,1.37,,4.17,2.79,,,,0.0,0.0,0.0,,,,,13.89,13.89,43.24,36.31,36.41,22.99,40.32,35.83,253.71,224.66,206.0,187.0,186.0,201.85,-0.17,-0.52,-0.7,-0.86,-0.89,-0.73,-0.04,-0.03,-0.11,0.0,0.55,0.18
63:19:puskelnių,19.67,25.04,17.26,23.41,26.81,23.57,17.33,17.26,20.82,16.59,13.29,16.21,32.57,19.21,29.32,16.59,8.16,17.36,,2.24,4.11,8.29,2.1,3.75,5.89,5.21,2.74,0.98,4.2,3.66,,,,10.24,18.41,15.85,,,5.75,5.85,2.33,3.98,6.5,3.91,0.27,0.98,0.23,1.49,0.0,0.01,0.0,0.0,0.0,0.0,3.54,6.36,10.14,3.41,0.93,4.1,8.25,3.69,2.47,4.88,1.17,3.09,,2.78,1.64,2.44,3.26,2.7,0.94,2.87,0.82,3.41,1.17,1.75,2.04,,0.0,,2.8,1.94,,,,1.46,0.93,1.1,,,,,15.15,15.15,47.59,51.28,47.97,25.58,52.88,46.33,742.28,771.61,790.0,821.0,817.0,799.3,-0.09,-0.51,-0.8,-0.72,-0.7,-0.64,-0.09,0.02,0.1,0.19,0.52,0.25
63:21:baraginės,21.82,25.92,22.96,31.78,27.75,26.82,15.51,13.96,17.81,13.18,11.18,13.55,34.44,19.62,23.39,12.4,8.09,15.84,,3.91,4.72,1.94,2.12,2.9,4.6,4.04,4.94,4.65,4.05,4.37,,,,9.3,19.08,15.93,,,7.51,3.1,2.12,3.61,9.98,2.37,0.43,0.0,0.39,1.53,0.18,0.39,0.0,0.39,0.0,0.15,3.4,8.41,9.66,3.1,1.54,4.51,5.56,5.55,1.72,6.59,2.31,3.82,,1.69,2.79,4.26,1.93,2.53,2.71,3.48,1.07,4.26,1.35,2.3,0.82,,0.21,,2.12,1.43,,,,3.1,1.54,2.04,,,,,15.99,15.99,42.36,46.02,39.46,22.23,44.17,39.43,1281.13,1229.88,1224.0,1192.0,1200.0,1215.01,-0.1,-0.56,-0.74,-0.82,-0.74,-0.67,-0.12,0.02,-0.1,0.05,0.49,0.18
28:8:laisvės,14.35,14.11,7.33,15.75,19.06,15.05,27.66,25.52,32.19,29.04,22.98,26.62,29.19,12.62,21.09,8.38,9.26,13.72,,2.55,2.44,7.16,1.42,3.0,8.16,6.27,7.55,4.29,8.06,6.98,,,,6.13,8.82,7.93,,,6.99,7.36,4.14,5.64,6.06,2.8,1.0,1.02,0.22,1.51,0.72,1.06,0.55,1.02,0.22,0.62,3.27,9.37,8.44,0.82,3.38,4.83,4.36,5.91,3.0,4.91,1.53,3.44,,3.74,3.77,6.75,4.47,4.65,1.97,1.48,2.22,0.61,0.98,1.32,1.96,,0.11,,2.94,2.01,,,,4.91,3.38,3.89,,,,,12.53,12.53,55.78,62.84,51.7,28.05,53.39,50.3,2063.53,2039.61,1799.0,1793.0,1753.0,1847.62,0.06,-0.28,-0.55,-0.42,-0.35,-0.35,-0.08,0.16,0.07,0.33,0.49,0.27
63:23:igliškėlių,25.53,34.15,25.52,41.98,37.16,34.59,7.07,7.62,11.72,4.94,3.38,6.12,27.22,17.43,21.38,9.88,7.43,13.59,,2.71,4.14,7.41,3.38,4.29,3.72,1.37,2.76,1.23,0.68,1.52,,,,6.17,14.86,11.93,,,2.76,0.0,1.35,1.33,12.73,0.72,0.69,0.0,0.0,1.34,0.61,0.0,0.0,0.0,0.0,0.05,7.92,17.47,12.41,4.94,2.03,7.24,9.71,3.58,8.28,13.58,6.76,8.17,,2.01,2.76,2.47,2.7,2.55,0.69,3.41,1.38,3.7,0.0,1.54,1.8,,1.38,,0.68,1.02,,,,0.0,2.03,1.35,,,,,19.59,19.59,40.28,43.27,41.14,24.26,45.0,39.54,421.4,384.32,367.0,338.0,340.0,358.03,-0.19,-0.65,-0.96,-1.08,-0.98,-0.88,-0.13,-0.17,0.03,-0.14,0.47,0.12
63:25:šventragio,15.57,20.91,17.83,28.09,26.0,23.37,5.54,9.82,14.01,8.99,3.33,7.59,50.84,28.69,35.03,19.1,10.0,22.49,,2.54,2.55,3.37,1.33,2.23,4.32,2.04,1.27,0.0,4.0,2.4,,,,23.6,30.0,27.72,,,1.91,1.12,1.33,1.41,7.96,2.02,0.64,0.0,0.67,1.31,0.6,0.0,0.0,0.0,0.0,0.05,5.83,11.07,9.55,0.0,1.33,4.34,5.43,9.94,5.1,4.49,6.0,6.07,,0.79,3.18,3.37,1.33,2.07,3.17,3.16,1.27,3.37,2.0,2.43,0.03,,0.0,,2.0,1.19,,,,2.25,1.33,1.66,,,,,10.67,10.67,42.3,49.79,46.9,29.22,49.67,44.29,414.33,374.93,339.0,308.0,306.0,331.4,-0.19,-0.56,-0.94,-0.99,-0.92,-0.82,-0.04,0.13,0.33,0.23,0.52,0.32
63:29:padovinio,15.09,23.51,16.29,30.0,25.13,23.35,20.46,16.38,17.42,13.33,12.57,14.81,34.89,17.5,25.84,11.11,13.09,17.5,,1.66,3.37,4.44,5.24,4.13,4.25,0.59,4.49,1.11,3.14,2.72,,,,8.89,16.23,13.94,,,8.99,2.22,0.52,2.91,10.21,2.2,0.56,0.0,0.0,1.28,0.0,0.55,0.0,0.0,0.0,0.08,6.02,13.62,10.11,12.22,1.05,7.03,4.86,7.63,3.37,11.11,2.09,5.03,,0.58,1.12,0.0,3.14,1.7,1.21,4.89,0.56,1.11,3.14,2.41,0.61,,0.0,,1.57,1.03,,,,2.22,1.05,1.41,,,,,13.09,13.09,34.71,39.89,37.42,20.21,42.04,36.29,510.17,514.57,489.0,470.0,471.0,483.87,-0.04,-0.57,-0.7,-0.88,-0.78,-0.69,-0.04,0.1,-0.01,0.04,0.57,0.25
63:34:valavičių,19.22,23.39,19.67,30.3,25.11,24.08,16.93,9.46,18.03,9.09,6.93,10.71,29.67,28.03,16.39,19.19,8.23,16.74,,1.26,1.64,4.04,5.19,3.56,2.82,2.74,3.69,1.01,0.43,1.73,,,,7.07,11.26,10.06,,,3.69,3.03,1.3,2.27,15.97,4.34,0.82,0.0,0.0,2.4,0.0,0.01,0.0,0.0,0.0,0.0,3.62,11.27,21.31,3.03,3.03,7.79,5.55,2.88,7.79,14.14,11.69,9.35,,1.23,0.41,2.02,2.16,1.61,3.64,4.9,1.23,1.01,2.16,2.39,1.1,,0.41,,3.46,2.29,,,,2.02,3.03,2.74,,,,,19.05,19.05,47.68,49.98,45.52,20.72,48.88,43.84,618.95,591.58,558.0,497.0,491.0,532.89,-0.07,-0.58,-0.86,-0.94,-0.86,-0.75,-0.08,0.13,0.0,0.22,0.58,0.28
63:31:želsvos,24.1,30.16,31.44,35.1,36.64,33.44,14.09,10.18,13.88,10.58,6.91,9.85,34.43,22.75,22.38,14.42,10.14,16.95,,1.39,3.97,2.88,3.46,3.09,3.65,2.39,3.97,1.92,2.07,2.54,,,,8.65,9.45,9.2,,,3.4,0.96,2.07,2.08,8.57,1.49,1.7,0.48,0.0,1.34,0.0,0.26,0.85,0.0,0.0,0.18,5.37,11.56,10.2,5.77,3.23,6.28,5.91,5.9,3.4,9.13,2.76,4.8,,2.41,0.85,0.0,0.92,0.96,1.47,3.51,1.13,1.92,1.15,1.67,0.48,,0.0,,2.3,1.49,,,,6.73,3.23,4.32,,,,,18.89,18.89,41.51,45.08,38.83,23.58,48.88,41.28,1021.1,939.89,940.0,895.0,896.0,920.5,-0.14,-0.67,-0.93,-0.97,-0.84,-0.79,-0.11,0.03,-0.15,0.0,0.43,0.15
38:6:reivyčių,19.43,21.18,12.23,25.5,25.83,22.14,17.9,12.61,16.08,12.84,10.62,12.9,27.19,17.73,29.73,17.61,10.22,17.52,,2.34,3.03,7.71,3.49,3.99,6.74,4.24,4.85,2.94,6.18,5.16,,,,7.71,11.17,10.17,,,7.99,5.32,2.69,4.48,11.69,9.35,7.08,2.94,0.08,4.25,0.18,0.45,0.4,0.92,0.48,0.51,1.99,5.77,8.19,0.37,2.46,3.56,9.55,6.65,4.55,5.32,1.58,4.23,,2.61,1.31,2.02,1.43,1.72,1.85,1.89,0.71,1.65,0.79,1.19,0.8,,0.81,,1.35,1.14,,,,5.32,2.46,3.28,,,,,21.63,21.63,49.22,52.7,46.17,23.92,55.78,47.72,1667.88,2214.29,2246.0,2312.0,2291.0,2218.02,-0.03,-0.67,-0.54,-0.74,-0.63,-0.58,-0.14,0.19,0.05,0.23,0.5,0.27
63:38:meškučių,19.91,25.81,14.25,26.56,23.98,22.51,14.8,15.67,17.39,15.63,11.78,14.26,37.81,17.36,26.09,17.71,12.63,18.85,,3.22,3.14,5.21,1.28,2.65,7.12,2.85,5.07,2.6,5.14,4.56,,,,8.33,14.35,12.71,,,10.14,3.13,2.78,4.62,6.9,2.29,0.72,0.52,0.0,1.17,0.01,0.25,0.0,0.0,0.0,0.04,4.03,8.05,12.8,4.69,0.64,4.91,5.08,6.53,2.17,6.25,1.93,3.62,,3.48,2.66,3.65,2.78,3.02,1.93,3.47,1.93,2.6,2.14,2.35,1.19,,0.24,,0.86,0.74,,,,3.13,0.64,1.32,,,,,19.7,19.7,44.54,47.18,45.5,20.73,52.24,44.61,1056.11,1017.08,934.0,926.0,917.0,948.94,-0.09,-0.61,-0.61,-0.78,-0.67,-0.61,-0.12,0.04,-0.04,0.21,0.55,0.25
38:2:senamiesčio,17.09,14.85,10.08,23.26,23.54,19.22,22.88,18.71,20.92,20.28,14.69,18.17,23.31,17.35,27.16,11.49,7.52,14.64,,2.27,2.71,9.22,3.58,4.34,6.82,6.04,6.25,3.83,5.41,5.49,,,,6.38,11.31,9.75,,,7.98,4.54,2.11,4.07,10.55,9.55,4.21,1.28,0.07,3.39,0.27,0.43,0.45,0.0,0.14,0.22,2.52,6.48,7.0,0.99,1.62,3.27,11.39,6.21,3.61,7.8,2.25,4.93,,2.97,1.81,2.27,1.97,2.16,1.63,1.92,1.88,3.26,0.56,1.59,0.97,,0.15,,3.16,2.06,,,,4.82,1.62,2.63,,,,,22.07,22.07,51.52,53.43,50.29,27.57,56.36,49.11,1732.62,2768.33,2756.0,2597.0,2569.0,2560.95,0.02,-0.44,-0.54,-0.63,-0.59,-0.51,-0.12,0.25,0.04,0.1,0.55,0.27
39:23:dagių,22.12,12.89,4.41,28.36,38.1,25.79,9.96,13.51,10.29,2.99,8.33,8.06,29.36,16.06,39.71,25.37,15.48,22.7,,3.28,5.88,5.97,2.38,4.11,0.29,6.52,8.82,0.0,0.0,2.19,,,,0.0,4.76,2.72,,,2.94,13.43,2.38,6.38,15.14,8.85,4.41,0.0,0.0,3.19,0.0,0.04,0.0,0.0,0.0,0.01,5.83,18.52,13.24,8.96,1.19,7.9,10.38,5.6,4.41,10.45,2.38,5.99,,2.21,1.47,0.0,0.0,0.58,3.41,2.23,1.47,1.49,2.38,2.08,1.15,,0.0,,2.38,1.65,,,,1.49,1.19,1.32,,,,,20.24,20.24,42.12,47.41,33.98,35.94,45.08,41.2,283.61,275.92,206.0,192.0,193.0,214.47,-0.16,-0.28,-0.49,-0.8,-0.87,-0.65,-0.1,0.26,0.3,0.12,0.47,0.27
39:30:bugenių,19.02,22.63,6.12,31.58,27.27,23.09,13.33,6.69,10.9,8.13,7.27,8.46,32.02,22.34,42.29,21.05,12.95,22.41,,2.26,2.66,4.31,2.5,2.86,5.55,2.59,2.93,1.44,2.27,2.55,,,,7.18,9.77,8.97,,,5.85,1.91,2.27,2.98,10.88,9.58,2.66,0.0,0.23,2.84,0.09,0.19,0.27,0.48,0.0,0.17,2.66,10.02,14.1,0.48,2.05,5.04,12.03,6.16,5.05,11.48,1.36,5.44,,2.0,1.06,2.87,0.23,1.2,1.51,4.5,1.33,2.39,1.14,1.92,1.19,,0.53,,2.05,1.55,,,,6.22,2.05,3.33,,,,,28.64,28.64,38.3,43.3,40.04,22.91,48.48,40.71,1348.92,1335.74,959.0,921.0,920.0,1022.71,-0.1,-0.65,-0.66,-0.97,-0.78,-0.72,-0.11,0.09,0.35,0.18,0.61,0.35
39:36:kapėnų,16.51,15.29,8.74,20.51,29.13,20.86,13.95,7.61,11.65,10.26,8.66,9.74,24.32,18.05,33.01,12.82,18.9,20.06,,2.28,1.94,10.26,1.57,3.85,4.06,1.78,0.97,2.56,0.0,1.32,,,,1.28,3.15,2.47,,,8.74,5.13,0.79,3.68,9.36,8.95,1.94,3.85,0.79,3.61,0.01,0.01,0.0,1.28,0.79,0.59,14.98,21.33,16.5,8.97,8.66,12.44,12.72,6.63,10.68,8.97,1.57,6.32,,3.64,0.97,0.0,0.79,1.11,2.8,3.84,2.91,7.69,1.57,3.59,0.04,,0.0,,2.36,1.47,,,,6.41,8.66,7.84,,,,,21.26,21.26,31.82,39.56,31.14,23.42,38.37,33.59,384.16,355.63,350.0,333.0,331.0,342.51,-0.06,-0.49,-0.69,-0.63,-0.83,-0.65,-0.08,0.34,0.26,0.01,0.64,0.33
28:9:poliklinikos,15.31,16.35,9.47,23.83,22.53,18.71,26.92,21.23,26.85,25.53,18.89,22.63,28.14,13.45,22.02,9.57,9.29,14.18,,2.69,4.12,7.87,1.92,3.63,7.66,7.43,5.66,5.74,6.36,6.44,,,,5.74,11.31,9.59,,,6.89,4.26,2.83,4.14,5.58,4.11,2.88,2.13,0.4,2.27,0.33,0.72,0.41,0.21,0.0,0.26,3.78,9.48,10.08,0.21,1.82,4.44,6.59,5.62,3.29,6.17,1.52,3.82,,4.72,2.67,4.68,3.54,3.8,1.53,1.73,2.67,2.77,1.82,2.09,1.42,,0.41,,2.32,1.68,,,,1.06,1.82,1.59,,,,,15.45,15.45,55.07,55.91,47.5,24.69,52.16,47.51,2349.88,2219.39,2137.0,1944.0,1940.0,2062.65,0.04,-0.3,-0.57,-0.55,-0.51,-0.44,-0.09,0.11,0.05,0.15,0.5,0.24
28:11:danutės,16.33,17.7,7.95,17.46,19.49,16.41,31.34,26.89,35.5,31.43,26.56,29.64,24.97,8.29,16.62,6.8,7.79,10.89,,2.07,3.82,5.33,0.72,2.57,6.72,6.69,6.3,5.88,7.38,6.72,,,,7.54,8.31,8.05,,,6.81,3.49,3.18,4.14,4.61,2.28,0.62,0.92,0.1,1.12,0.45,1.09,0.62,0.74,0.41,0.62,3.37,8.76,7.53,0.92,2.67,4.24,5.79,4.92,1.75,5.7,1.44,3.28,,6.66,4.64,5.15,4.62,5.09,2.11,1.16,2.06,2.57,1.54,1.83,1.46,,0.21,,2.87,1.92,,,,3.68,2.67,3.02,,,,,12.92,12.92,54.35,58.28,53.17,30.15,54.2,49.98,2120.18,1987.93,1909.0,1854.0,1832.0,1901.71,0.07,-0.32,-0.57,-0.47,-0.35,-0.37,-0.09,0.12,0.06,0.26,0.5,0.26
39:16:plinkšių,17.69,16.83,4.95,29.69,24.38,20.81,13.92,8.27,15.93,5.47,7.96,9.16,25.79,23.22,39.01,20.31,13.43,21.54,,1.23,2.75,2.34,1.49,1.87,7.99,1.27,4.95,2.34,1.99,2.9,,,,7.81,11.44,10.07,,,3.3,2.34,1.0,1.87,16.12,10.5,4.4,1.56,0.0,4.06,0.47,0.42,0.0,0.0,0.0,0.11,2.91,10.6,16.48,0.0,2.99,5.62,9.91,9.29,2.2,12.5,2.99,6.61,,2.03,2.75,1.56,1.49,1.81,1.44,4.82,1.1,3.91,2.49,2.89,0.94,,0.55,,1.49,1.18,,,,8.59,2.99,5.1,,,,,26.87,26.87,35.57,44.39,33.33,25.98,40.43,36.3,632.95,602.72,567.0,508.0,507.0,542.34,-0.02,-0.67,-0.57,-0.95,-0.81,-0.72,-0.18,0.36,0.36,0.14,0.65,0.38
38:8:naftininkų,17.95,18.19,11.33,21.35,25.79,20.55,17.17,11.89,15.66,11.85,9.65,12.14,25.61,15.96,27.2,15.23,8.3,15.65,,2.37,2.75,11.33,2.96,4.48,5.7,3.86,5.01,2.73,4.63,4.33,,,,6.77,10.68,9.46,,,9.2,4.43,2.64,4.6,9.61,9.3,4.4,1.04,0.13,3.33,0.6,1.11,0.96,1.3,0.39,0.79,3.17,9.25,11.2,1.56,2.19,4.84,13.87,7.07,4.33,7.94,2.12,5.41,,2.46,1.3,3.13,1.67,2.02,1.84,1.97,1.65,3.91,1.35,2.0,1.24,,0.21,,2.77,1.88,,,,6.38,2.19,3.5,,,,,24.76,24.76,48.75,51.25,46.09,25.09,52.12,45.74,3325.27,3250.96,3300.0,3105.0,3068.0,3167.41,-0.04,-0.62,-0.55,-0.73,-0.67,-0.59,-0.11,0.18,0.02,0.2,0.53,0.27
39:37:palnosų,12.45,16.19,11.46,33.53,28.57,23.14,10.98,4.97,8.28,9.83,8.16,8.28,36.13,26.25,31.85,17.92,14.97,22.25,,2.0,3.82,9.25,0.34,3.29,6.73,2.29,4.46,2.89,3.4,3.62,,,,6.94,9.52,8.61,,,2.23,2.89,1.36,1.98,17.14,8.19,2.55,0.0,0.0,3.26,0.01,0.01,0.0,0.0,0.68,0.26,4.43,16.34,23.57,1.73,2.04,8.28,6.57,4.86,3.82,4.62,2.04,3.72,,1.74,2.87,2.31,0.68,1.65,1.77,3.11,1.27,1.16,2.04,1.86,0.3,,0.32,,2.72,1.71,,,,4.62,2.04,2.95,,,,,23.47,23.47,46.95,51.21,47.08,28.03,48.81,44.5,778.17,747.83,703.0,635.0,631.0,676.0,-0.05,-0.54,-0.71,-0.93,-0.78,-0.69,-0.09,0.26,0.26,0.13,0.59,0.32
